USA/DC-DFS-PHL-0105/2020	18	-8.23	0	6		28911-28917	240,1058,1384,1737,3036,3241,6610,11580,11915,13959,14407,17746,21033,23402,25562,28085,28086,29419	28911,28912,28913,28914,28915,28916
USA/MD-MDH-0341/2020	17	-4.92	220	6		28911-28917	240,1058,1384,1737,3036,3241,6610,11580,11915,13959,14407,21033,23402,25562,28085,28086,29419	28911,28912,28913,28914,28915,28916
USA/MD-MDH-0378/2020	17	-5.6	0	6		28911-28917	240,1058,1384,1737,3036,3241,6610,11580,11915,13959,14407,21033,23402,25562,28085,28086,29419	28911,28912,28913,28914,28915,28916
USA/MD-MDH-0339/2020	17	-4.92	0	6		28911-28917	240,1058,1384,1737,3036,3241,6610,11580,11915,13959,14407,21033,23402,25562,28085,28086,29419	28911,28912,28913,28914,28915,28916
USA/NY-CDC-2-3714095/2020	17	-7.11	13	6		28911-28917	240,1058,1384,1737,3036,3241,4295,6610,11580,11915,14170,14407,16289,23402,23586,25562,28086	28911,28912,28913,28914,28915,28916
USA/MD-MDH-0209/2020	16	-3.86	0	6		28911-28917	240,1058,1384,1737,3036,3241,6610,11580,11915,14407,21033,23402,25562,28085,28086,29419	28911,28912,28913,28914,28915,28916
USA/MD-MDH-0204/2020	15	-4.79	0	6		28911-28917	240,1058,1384,1737,3036,3241,6610,11580,11915,14407,21033,23402,25562,28086,29419	28911,28912,28913,28914,28915,28916
USA/MD-MDH-0215/2020	15	-4.93	0	6		28911-28917	240,1058,1384,1737,2484,2634,3036,3241,6610,8174,11915,14407,23402,25562,28086	28911,28912,28913,28914,28915,28916
USA/MD-MDH-0218/2020	15	-5.0	0	6		28911-28917	240,1058,1384,1737,3036,3241,6610,11580,11915,14407,21033,23402,25562,28086,29419	28911,28912,28913,28914,28915,28916
USA/MA-MGH-03271/2020	15	-7.26	2	6		28911-28917	240,1058,1384,1737,3036,3241,5783,6610,11580,11915,14170,14407,23402,25562,28086	28911,28912,28913,28914,28915,28916
USA/MA-MGH-03277/2020	15	-7.4	16	6		28911-28917	240,1058,1384,1737,3036,3241,5783,6610,11580,11915,14170,14407,23402,25562,28086	28911,28912,28913,28914,28915,28916
USA/MA-MGH-03287/2020	15	-7.6	0	6		28911-28917	240,1058,1384,1737,3036,3241,5783,6610,11580,11915,14170,14407,23402,25562,28086	28911,28912,28913,28914,28915,28916
USA/MD-MDH-0206/2020	13	-6.86	0	6		28911-28917	240,1058,1384,1737,3036,3241,6610,11915,14407,16409,23402,25562,28086	28911,28912,28913,28914,28915,28916
USA/MD-MDH-0207/2020	13	-6.79	0	6		28911-28917	240,1058,1384,1737,3036,3241,6610,11915,14407,16409,23402,25562,28086	28911,28912,28913,28914,28915,28916
USA/MD-MDH-0208/2020	13	-6.79	0	6		28911-28917	240,1058,1384,1737,3036,3241,6610,11915,14407,16409,23402,25562,28086	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2170/2020	13	-4.6	0	6		28911-28917	240,1058,1297,3036,10581,12693,14407,19874,22226,23402,23592,25562,26339	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2220/2020	13	-4.53	161	6		28911-28917	240,1058,1297,1386,3036,9560,12693,13010,14407,19998,23402,25562,25843	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-1902/2020	12	-3.68	413	6		28911-28917	240,1058,1297,3036,4425,12693,14052,14407,21845,23402,24585,25562	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2186/2020	12	-6.08	2	6		28911-28917	240,538,1058,1297,3036,12693,14407,15008,23402,23592,24958,25562	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-1904/2020	11	-4.68	952	6		28911-28917	238,240,1058,1297,3036,3428,12693,14407,17134,23402,25562	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-1908/2020	11	-4.68	528	6		28911-28917	240,1058,1297,3036,4425,12693,14407,21845,23402,24585,25562	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-1910/2020	11	-4.68	49	6		28911-28917	240,1058,1297,3036,4425,12693,14407,21845,23402,24585,25562	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2068/2020	11	-3.93	0	6		28911-28917	240,831,1058,1297,3036,12693,14407,15948,23402,25562,27738	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2215/2020	11	-6.05	111	6		28911-28917	240,1058,1297,1386,3036,12693,13010,14407,23402,25562,25843	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-1903/2020	10	-5.68	17	6		28911-28917	238,240,1058,1297,3036,3428,12693,14407,23402,25562	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-1905/2020	10	-5.68	206	6		28911-28917	238,240,1058,1297,3036,3428,12693,14407,23402,25562	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-1906/2020	10	-5.68	197	6		28911-28917	238,240,1058,1297,3036,3428,12693,14407,23402,25562	28911,28912,28913,28914,28915,28916
Australia/VIC1490/2020	9	-1.14	191	6		28911-28917	883,1396,6663,8652,11082,26291,28687,29540,29741	28911,28912,28913,28914,28915,28916
Australia/VIC1733/2020	9	-1.68	716	6		28911-28917	883,1396,6663,8652,11082,26291,28687,29540,29741	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-1893/2020	9	-6.48	804	6		28911-28917	1058,1297,3036,12693,14407,16436,23402,25562,28232	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2047/2020	9	-5.04	0	6		28911-28917	240,1058,1297,3036,12693,14407,23402,25562,27738	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2050/2020	9	-5.45	0	6		28911-28917	240,1058,1297,3036,12693,14407,23402,25562,27738	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2051/2020	9	-5.45	0	6		28911-28917	240,1058,1297,3036,12693,14407,23402,25562,27738	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2053/2020	9	-5.32	0	6		28911-28917	240,1058,1297,3036,12693,14407,23402,25562,27738	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2065/2020	9	-5.11	0	6		28911-28917	240,1058,1297,3036,12693,14407,23402,25562,27738	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2067/2020	9	-5.93	0	6		28911-28917	240,1058,1297,3036,12693,14407,23402,25562,27738	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2080/2020	9	-6.14	0	6		28911-28917	240,1058,1297,3036,12693,14407,23402,25562,27738	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2094/2020	9	-7.64	1283	6		28911-28917	240,1058,1297,3036,12693,14407,23402,24094,25562	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-1928/2020	8	-8.51	3732	6		28911-28917	240,1058,1297,12693,14407,23402,23592,25562	28911,28912,28913,28914,28915,28916
USA/FL-BPHL-2066/2020	8	-6.45	296	6		28911-28917	1058,1297,3036,12693,14407,23402,25562,27738	28911,28912,28913,28914,28915,28916
